Operator	Comment	Key	Translation
Message	Tonomachi	Later, Itsuka. Don't get too crazy tonight.	
Message	Shido	"What are you talking about? Go home already!
Later, Tonomachi."	
Message	Tonomachi	Yeah. Later.	
Message	Shido	Jeez, that Tonomachi...	
Message	Kurumi	Shido-san. Do you have a moment?	
Message	Shido	Oh, Kurumi. Wait... Where's your uniform?	
Message	Kurumi	I changed. I need to head out right away.	
Message	Shido	"I-I see... It must be important if you're changing
for the occasion."	
Message	Kurumi	Yes. It's very important.	
Message	Tonomachi	"Ah, Tokisaki-san! You look just as radiant in your
casual wear as you do in your uniform..."	
Message	Shido	Hey, Tonomachi! I thought you went home?	
Message	Tonomachi	"I saw Tokisaki-san, so I had to come back. How
often do I get to see her in her normal clothes?
If I missed out, I'd regret it forever."	
Message	Shido	You're such an idiot.	
Message	Tonomachi	"Whatever! Why do you get to see her in her normal
clothes, but I can't?"	
Message	Kurumi	...You.	
Message	Tonomachi	Yes, what is it, Tokisaki-san?	
Message	Kurumi	Weren't you... Tonosama-san?	
Message	Tonomachi	Uh... no. Um. I'm Tonomachi...	
Message	Kurumi	"I'm sorry, but would you mind going away? I'm
speaking with Shido-san at the moment."	
Message	Tonomachi	"What... Tokisaki-san... You're so cold. Can't I
hang out for just a minute?"	
Message	Kurumi	"I think that minute is up. You'd best hurry or...
hehe. We're going to see red flowers bloom in the
streets."	
Message	Tonomachi	A-Ahhhh! G-Good-bye!	
Message	Shido	You're the usual level of harsh today.	
Message	Kurumi	"Oh, you think so? I was just being honest
with him."	
Message	Shido	I-I see. Well I won't ask too many questions.	
Message	Kurumi	Right... Then let's go, Shido-san.	
Message	Shido	Huh? Oh, okay...	
Message	Shido	"Um, Kurumi, I thought you were going somewhere.
I mean, you even got dressed up."	
Message	Kurumi	"Yes. Like I said, we're on our way. To your house,
Shido-san."	
Message	Shido	...What?	
Message	Kurumi	I'm going to spend time with you at your house.	
Message	Shido	What?!	
Message	Kurumi	Oh? Is that not allowed?	
Message	Shido	Well... you can, but...	
Message	Kurumi	Hehe... Then it'll be as usual...	
Message	None	"(I thought she was going downtown because she got
all dressed up, but...)"	
Message	None	(I see. She's coming over to my place...)	
Message	Shido	I'm home...	
Message	Kurumi	I'm coming in.	
Message	Shido	"Okay... So we're here, but... what did you mean by
"as usual"?"	
Message	Kurumi	Shido-saaaaaan～	
Message	Shido	K-Kurumi?!	
Message	Kurumi	Awww. I was so sad that you didn't hold me today.	
Message	Shido	"B-But that's no reason to just tackle me! And
this... Is this what's "as usual"?!"	
Message	Kurumi	I-It's because you won't hold me at school.	
