Operator	Comment	Key	Translation
Message	Shido	"Tohka... Her stomach was growling from time to
time during class... I bet she's really hungry,
but..."	"Tohka... Su estómago gruñía de vez en cuando durante
la clase... Apuesto a que tiene mucha
hambre, pero…"
Message		"(The bento's beyond saving... Maybe she's in the
lunchroom?)"	"(El bento no se puede salvar…
¿Quizás está en el comedor?)"
Message		(All right! I'll go see!)	(¡Muy bien! ¡Iré a ver!)
Message		(Hm... She doesn't seem to be here...)	(Hm... Ella no parece estar aquí...)
Message	Tonomachi	"Oh my, Itsuka-kun, did you chase after me to get a
glimpse of my sweet rear"" view?"""	"Oh, Itsuka-kun, ¿me perseguiste para echar
un vistazo a mi dulce vista trasera?""."
Message	Shido	"You idiot. Who would want to see that?
Have you seen Tohka?"	"Idiota. ¿Quién querría ver eso?
¿Has visto a Tohka?"
Message	Tonomachi	"Tohka-chan? No, I haven't seen her...
I thought she was with you?"	"¿Tohka-chan? No, no la he visto…
Creía que estaba contigo."
Message	Shido	"No, she isn't...
Oh well, thanks, Tonomachi."	"No, ella no es...  Oh bien, gracias,
Tonomachi."
Message	Tonomachi	"Course. We should eat lunch together
once in a while!"	"Por supuesto. ¡Deberíamos almorzar
juntos de vez en cuando!"
Message	Shido	Yeah!	¡Sí!
Message		(Now then, where's Tohka...?)	(Ahora bien, ¿dónde está Tohka...?)
Message		"(Seriously, where did Tohka go?
Is she really not going to have lunch?)"	"(En serio, ¿dónde ha ido Tohka?
¿De verdad no va a comer?)"
Message		"(Either way, I'll try searching
inside the school...)"	"(De cualquier forma, intentaré buscar
dentro de la escuela...)"
Message		"(*Sigh*... It's no good. She's nowhere to be
found... I guess it's just the rooftop now...)"	"(*Suspira*... Es inútil. Ella no está por ningún lado…
Supongo que es sólo la azotea ahora...)"
Message		(All right, I'll try going to see...)	(De acuerdo, intentaré ir a ver...)
Message		(......)	(......)
Message		"(Sh-She's not here... Lunch is almost going
to end, too...)"	"(E-Ella no está aquí... El almuerzo está a
punto de terminar, también...)"
Message	Tamae	Oh, Itsuka-kun, what's wrong? Why are you rushing?	Oh, Itsuka-kun, ¿qué pasa? ¿Por qué te precipitas?
Message	Shido	"Oh, Tama―I mean, sensei!
Have you seen Tohka?"	"¡Oh, Tama... quiero decir, sensei!
¿Has visto a Tohka?"
Message	Tamae	"Oh, um... Yatogami-san said she would be going
home early―"	"Oh, um... Yatogami-san dijo que
se iría a casa temprano-"
Message	Shido	Sh-She went home early?!	¡¿Se fue a casa temprano?!
Message	Tamae	"Y-Yes... I heard just now from Murasame-sensei
that she wasn't feeling well, so I was worried
about her, too."	"S-Sí... Murasame-sensei me acaba de decir que
no se encontraba bien, así que también
estaba preocupada por ella."
Message		(F-From Reine-san?!)	(¡¿De Reine-san?!)
Message	Shido	Th-Thank you! Tama―I mean, sensei!	¡G-Gracias! Tama-¡Quiero decir, sensei!
Message	Tamae	"Ah, Itsuka-kun...! Did something happen?!
Wait! It's dangerous to run in the hallway!"	"¡Ah, Itsuka-kun...! ¡¿Ha pasado algo?!
¡Espera! ¡Es peligroso correr por el pasillo!"
Message	Shido	R-Reine-san!	¡R-Reine-san!
Message	Reine	Hm? Shin, what's the matter?	¿Qué? Shin, ¿qué pasa?
Message	Shido	"What do you mean, what's the matter! What's going
on? Tohka started feeling sick and went home
early?"	"¿Cómo que qué pasa? ¿Qué ha pasado?
¿Tohka empezó a sentirse mal y
se fue a casa temprano?"
Message	Shido	"She's been acting strange since this morning!
She didn't eat breakfast or lunch―"	"Ha estado actuando extraño desde esta mañana.
No desayunó ni almorzó."
Message	Shido	Mmrph!	¡Mmrph!
Message	Shido	Urh...!	¡Urh...!
Message	Reine	Have you calmed down, Shin?	¿Te has calmado, Shin?
Message	Shido	I-I'm not calm at all! What are you doing?!	¡No estoy tranquilo en absoluto! ¡¿Qué estás haciendo?!
Message	Reine	"Oh, is that so? Kotori told me that this would
work the best for you..."	"¿Ah, sí? Kotori me dijo que esto
funcionaría mejor para ti..."
Message	Shido	"Uh... P-Please don't be fooled by that kind of
information! More importantly, Reine-san...
What's wrong with Tohka?"	"Uh... ¡P-Por favor no te dejes engañar por ese tipo
de información! Más importante, Reine-san…
¿Qué le pasa a Tohka?"
Message	Reine	Oh, I allowed Tohka to go home early.	Oh, le permití a Tohka irse a casa temprano.
Message	Shido	"What?! Then, she really did go home?
But... Why...?!"	"¡¿Qué?! Entonces, ¿realmente se fue a casa?
Pero... ¡¿Por qué...?!"
Message	Reine	"Hmmm. Usually, when Tohka is near your side, she's
stable."	"Hmmm. Normalmente, cuando Tohka
está a tu lado, está estable."
Message	Shido	U-Usually...? Then what about now?	¿U-Usualmente...? ¿Y ahora?
Message	Reine	"Now, when she's near you...
her stress levels rise."	"Ahora, cuando está cerca de ti…
sus niveles de estrés aumentan."
Message	Shido	What?!	¡¿Qué?!
Message	Reine	"There are times when you try too hard to get close
to each other, and a misunderstanding is born."	"Hay veces en que uno se esfuerza demasiado por
acercarse al otro y nace un malentendido."
Message	Reine	"However, in the rare event that it could lead to
her losing control, I believed it would bring
danger to you."	"Sin embargo, en el raro caso de que pudiera
llevarla a perder el control, creí que
supondría un peligro para ti."
Message	Reine	"I sent her home early in order to temporarily put
distance between you both. Was that unnecessary?"	"La envié a casa temprano para poner distancia
temporalmente entre ustedes dos. ¿Era innecesario?"
Message	Shido	N-No, I don't think so, but...	N-No, no lo creo, pero...
Message	Reine	Shin, have you heard of the porcupine's dilemma?	Shin, ¿has oído hablar del dilema del puercoespín?
Message	Shido	N-No...	N-No...
Message	Reine	Then, try imagining a porcupine couple.	Entonces, intenta imaginar una pareja de puercoespines.
Message	Shido	O-Okay...	Vale...
Message	Reine	"Because they love each other, they get closer in
order to be together. The needles covering their
bodies for protection end up hurting the other..."	"Como se quieren, se acercan para estar juntos.
Las agujas que cubren sus cuerpos para
protegerse acaban hiriendo al otro..."
Message	Shido	...!	¡...!
Message	Reine	"Even though they love each other, they find it
onerous to get close. Don't you think this happens
sometimes with humans and Spirits as well?"	"Aunque se quieren, les cuesta acercarse.
¿No crees que esto ocurre a veces también
con los humanos y los Espíritus?"
Message	Shido	"They love each other but can't get close...
B-But... then those porcupines can never be
together, no matter how much time passes?"	"Se aman pero no pueden acercarse...  P-Pero…
¿entonces esos puercoespines nunca podrán
estar juntos, por mucho que pase el tiempo?"
Message	Reine	That's actually not the case.	En realidad, no es así.
Message	Shido	...?	...?
Message	Reine	"Through trial and error, you find a way to not
hurt the other as well as yourself. A comfortable
distance where you can feel each other's warmth."	"A base de ensayo y error, encuentras la manera de no
herir al otro ni a ti mismo. Una distancia cómoda en
la que cada uno pueda sentir el calor del otro."
Message	Shido	...!	¡...!
Message	Reine	"Shin, in order to be able to stay with each other
in the long run, it's necessary to hurt each
other."	"Shin, para poder seguir juntos a largo plazo,
es necesario hacerse daño."
Message	Shido	"A-Are you saying... Tohka and I are
at that stage now?"	"¿Estás diciendo... Tohka y yo
estamos en esa etapa ahora?"
Message	Reine	"Who knows. That isn't something I can decide.
That depends on what you do in the future,
doesn't it?"	"Quién sabe. Eso no es algo que yo pueda decidir. 
Eso depende de lo que hagas en el futuro, ¿no?"
Message	Shido	The perfect distance, for both of us...	La distancia perfecta, para los dos...
Message	Shido	"R-Reine-san! Thank you! To be honest, I can't
say that I understood everything you just said,
but I want to try doing what I can, in my own way!"	"¡R-Reine-san! Gracias. Para ser sincero, no puedo decir 
que haya entendido todo lo que has dicho, pero quiero
intentar hacer lo que pueda, ¡a mi manera!"
Message	Reine	"Mm. Everything is up to your feelings.
Also, make sure not to rush things."	"Mm. Todo depende de tus sentimientos. Además, 
asegúrate de no apresurar las cosas."
Message	Shido	Y-Yes! Please excuse me, then!	¡Sí! ¡Por favor, disculpame, entonces!
