Operator	Comment	Key	Translation
Message	Shido	"Sorry to keep you waiting. I'm sure everyone's
hungry, right? Um, I'm not Rinne, but... Let's go
ahead and eat."	
Message	Shido	T-Tohka...? Y-You're gonna eat too, right?	
Message	Tohka	Mm... I-I will...	
Message	Shido	O-Okay...	
Message	Yoshino	U-Um... L-Let's eat...	
Message	Kotori	"Then I'll eat, too.
Shido, could you turn the TV on?"	
Message	Shido	Sure...	
Message	Female Announcer A	"...Putting more effort into making Tengu Tower a\ntourist hotspot, in time for the opening of the\nNeo Tengu Tower."	
Message	Female Announcer B	"The Tengu Tower monument built last year was the\nfirst of many planned efforts to draw visitors\nto the site."	
Message	Female Announcer A	"That's right, and the monument was rebuilt with\nthe help of the design team responsible for the\nconstruction of the Neo Tengu Tower."	
Message	Kotori	"Oh hey, it's the Tower. Maybe they're doing
a special because it's on its way out."	
Message	Shido	Oh! Kotori, can I have a second?	
Message	Kotori	What? What's wrong?	
Message	Shido	"About Tengu Tower... There's something that I've
been wondering about."	
Message	Kotori	"Curious about a tourist hotspot? Well, look who's
suddenly on the bandwagon."	
Message	Shido	That's not what I mean! The monument!	
Message	Kotori	"Monument? Oh, the place where everyone meets for
dates because it's so original?"	
Message	Shido	Th-That's not what I'm trying to say...	
Message	Kotori	Then what is it?	
Message	Shido	"A-Actually, this morning while heading to school,
we took a detour and passed by the Tengu Tower."	
Message	Shido	While we were there... The monument felt strange.	
Message	Kotori	"You'll have to elaborate, unless you want me to
think you were just feeling up the monument."	
Message	Shido	"I don't understand what happened, but it started
glowing all of a sudden. Like, woosh!
Right, Tohka?"	
Message	Tohka	Hmm? I did not see it...	
Message	Shido	Huh? Oh, er... That's right. Sorry.	
Message	Kotori	Shido. What's going on exactly?	
Message	Shido	"Well, um... When I thought I saw the monument
glow, Tohka suddenly said she wanted to go back..."	
Message	Kotori	"Hmmm... Maybe you said something to make Tohka mad
without realizing it?"	
Message	Shido	Well... I can't say that's not a possibility...	
Message	Kotori	"Besides, the monument may have some sort
of lighting installed inside of it."	
Message	Shido	"But even if that were the case, wouldn't it be
strange for it to glow so early in the morning?"	
Message	Shido	"Let's say you're right, and the monument does have
lights installed inside it. Tohka was still acting
really weird... It's difficult to describe, but..."	
Message	Kotori	I see... So that's a possibility, too.	
Message	Kotori	"The same thing that happened with the viewing
platform..."	
Message	Shido	That's right. And at that time too, Tohka was...	
Message	Tohka	Hm? What was the matter with me?	
Message	Shido	Er... It's nothing.	
Message	None	"(I can't say exactly what's on my mind when she's
right in front of us...)"	
Message	Shido	"A-Anyway, Tohka spaced out, and then after that we
immediately headed to school."	
Message	Tohka	Wh-When did I ever space out?!	
Message	Shido	"No, you just looked like you did...
You don't remember at all?"	
Message	Tohka	Hm... I have no idea what you are speaking of.	
Message	Shido	"I-I got it! It's possible that I was the one who
was spacing out! Haha... hahaha..."	
Message	Yoshino	Sh-Shido-san... Are you... still feeling sick...?	
Message	Shido	Oh... No, I'm fine, Yoshino.	
Message	Yoshino	"I-If... you're fine, Shido-san...
then, that's good..."	
Message	Shido	Y-Yeah.	
