Operator	Comment	Key	Translation
Message	None	"(I somehow ended up on a walk alone... I should
have invited Tohka out so we could have
gone together.)"	
Message	None	"(It seemed like Tohka was kind of
depressed, too...)"	
Message	None	(All right, I guess I'll turn around.)	
Message	Shido	Hey, Tohka! Could you please come here a second?	
Message	Tohka	Hm? What is it, Shido? Are you going out?	
Message	Shido	"Yeah, just taking a walk. If you're up for it,
would you like to go together? It'd be a good
change of pace."	
Message	Tohka	Yes! If you are going, Shido, then I will go too!	
Message	Shido	Then let's go wander around.	
Message	Tohka	Yes.	
Message	Shido	"Now then, we've headed out in no particular
direction. Where should we go?"	
Message	Tohka	Is there any place you'd like to go, Shido?	
Message	Shido	Somewhere I'd like to go, huh...?	
Message	Shido	Oh, do you want to go to that park over there?	
Message	Tohka	The park?	
Message	Shido	"Yeah, it's surprisingly quiet and nice.
I used to come here a lot with Kotori to play."	
Message	Tohka	I see. Let's try going, then.	
Message	Shido	All right.	
Message	Shido	Now that we're here, what should we do?	
Message	Tohka	How did you used to play with Kotori?	
Message	Shido	"Let's see. We used to build sandcastles, sit
together on the same swing and get in trouble,
or slide down the slide upside-down."	
Message	Shido	"We did so much, I can barely remember it all.
I'm feeling really nostalgic..."	
Message	Tohka	"I see. Then today, the two of us
can play together!"	
Message	Shido	A-All right. Then...	
Choice		Ride the swings.	
Choice		Slide down the slide.	
Message	Shido	Let's get on the swings.	
Message	Tohka	Hmm, are those the swings?	
Message	Shido	"What? Is it your first time, Tohka?
Ah, I suppose that's right..."	
Message	Tohka	Hm! D-Do you not like that it is my first time?	
Message	Shido	"No! It's nothing like that!
A-Anyway, try getting on.
It's easier than it looks."	
Message	Tohka	Hm, I sit here, right?	
Message	Shido	"Er, ummm... Tohka? It's not like
riding a horse, so you don't straddle it;
you look this way and sit on it like a chair."	
Message	Tohka	Hmm, then like this.	
Message	Shido	"Yeah, that's right. So first, I'll push you from
behind. Once you get enough momentum,
I'll let go, okay?"	
Message	Tohka	Yes, I understand!	
Message	Shido	Here we go! Ready, set...	
Message	Tohka	Ohhh! This is a wonderful feeling, Shido!	
Message	Shido	Then I'll push a little harder! Here!	
Message	Tohka	"Ooohh! It feels even better than before!
It almost feels like I'm floating in the air!"	
Message	Shido	Haha, it's fun, right? I'll let go now, okay?	
