Operator	Comment	Key	Translation
Message	Shido	*pant, pant*... Phew, finally made it.	
Message	Tohka	Shido! We arrived earlier than we thought!	
Message	Rinne	Right. What a relief, but now we're so sweaty.	
Message	Shido	"Yeah. My back's sticky. It feels gross. Now that
my body's cooling down, I'm starting to shiver."	
Message	Rinne	"Hey, Shido. Make sure not to catch a cold.
You've just finally gotten better."	
Message	Shido	Yeah... You're right. I'll be careful.	
Message	Tohka	Hm? Shido, have you fallen ill again?	
Message	Shido	Oh... I'm fine. Don't worry, Tohka.	
Message	Tohka	"Well, as long as you're okay! If you fall ill,
you had better say something immediately,
okay?"	
Message	Shido	R-Right... Got it.	
Message	Rinne	Hehehe. Oh, Tohka-chan.	
Message	Shido	"(If I don't want to worry Tohka, I have to do
whatever it takes not to catch a cold...)"	
Message	Tohka	Shido! We arrived earlier than we thought!	
Message	Rinne	"What's wrong with you, Shido? You're drenched
in sweat."	
Message	Shido	"Um... I left home late. Did you make it to
practice in time?"	
Message	Rinne	Ummm... I was close.	
Message	Shido	Close?	
Message	Rinne	...But I was late. Haha...	
Message	Shido	Ah, I had a feeling... Sorry about that, Rinne.	
Message	Tohka	Aw... Don't worry. It's my fault, isn't it?	
Message	Rinne	"No, it's not, Tohka-chan! I enjoy spending time
with you and Shido. I have to accept the blame.
I wasn't paying attention to the time."	
Message	Rinne	Don't let it get to you... Okay?	
Message	Tohka	Okay... Thank you for always taking care of me.	
Message	Shido	"You say that, but... Rinne, I feel like you
should have a little more time to yourself."	
Message	Rinne	"Hmm. Well, I'm only doing what feels natural
though."	
Message	Shido	"Hey, I know I'm not one to talk, but you should
try limiting your need to care for others—"	
Message	Tonomachi	YAH!	
Message	Shido	OOW!	
Message	Tonomachi	"Yo, you seem pretty energetic for someone
who only just recovered!"	
Message	Shido	Hey, that hurt, Tonomachi! What the hell?!	
Message	Tonomachi	"What do you mean what am I doing?
Showing you some love, obviously."	
Message	Shido	"Since when was a dropkick an expression
of love?!"	
Message	Tohka	Drop?!	
Message	Tonomachi	"Because! You've got Tohka-chan and Rinne-chan
tagging alongside you in the morning. I was hot
with jealousy... *sniff*..."	
Message	Shido	"Well, that's your own damn problem! Since
when are you so sensitive, anyway?"	
Message	None	"(He's Hiroto Tonomachi. A friend of mine who
holds some of my biggest secrets. Except for
the Spirits, that is.)"	
Message	None	"(Every time a girl approaches me, he asks me to
hook her up with him. It gets annoying, but he's
a good guy. We do go way back after all...)"	
Message	Rinne	You two are so close.	
Message	Tonomachi	"Oh yeah?! You think so too, Rinne-chan?
Guess I might have to date Itsuka-kun then!"	
Message	Shido	"Only in your wildest dreams! Stop grabbing
onto me! That's gross!"	
Message	Tonomachi	"Aw, don't be like that, Itsuka. Didn't you hear
that the Fujoshis ranked us the 2nd-cutest
couple in school?"	
Message	Shido	I heard, but I'd rather forget!	
Message	Tohka	"Hm? Shido... Is there something going on between
you and Tonomachi?!"	
Message	Shido	NO! NOTHING'S GOING ON! THERE'S NO WAY!	
Message	Tohka	Oh... I see.	
Message	Tonomachi	"Aww. Cold. Cold-blooded, Itsuka-kun. It breaks
my heart to see you act like it meant nothing
to you. You go through men like dirty rags!"	
Message	Shido	"CUT IT OUT ALREADY! Everyone's looking at us
weird!"	
Message	Tonomachi	"NAHAHAHA! Stop worrying! It doesn't faze me
one bit!"	
Message	Shido	Well, it should! Forget it, go home everyone!	
Message	Tonomachi	"I can't go home... Itsuka, did you see the news
this morning?"	
Message	Shido	Hm? Just for a sec... Why do you ask?	
Message	None	(The conversation took a visible turn.)	
Message	Tonomachi	"You know how pets have gone missing all over
Tengu City, and now the news is all over it?"	
Message	Shido	Yeah. What about it?	
Message	Tonomachi	Supposedly... It's the curse of the Tengu Cow.	
Message	Shido	Huh? Curse of the Tengu Cow? What's that?	
Message	Tonomachi	"A loooooong time ago, before Tengu City was
even a thought..."	
Message	Tonomachi	"There lived a monster, with two cowhorns and a
long snout, near a village on top of a mountain."	
Message	Tohka	...	
Message	Tonomachi	"The villagers began calling this nasty beast
the Tengu Cow..."	
Message	Tonomachi	"Whenever the Tengu Cow came out to feed, it
snuck into the village to devour the livestock
and young children, frightening the villagers..."	
Message	Tohka	"Hm... Was there no one who could vanquish this
so-called Tengu Cow?"	
Message	Tonomachi	"Nope. Villagers feared that the entire village
would be eaten by the Tengu Cow. They held
numerous discussions, but they did nothing."	
Message	Tohka	Oh...	
Message	None	(Wow. Sounds like total bull to me.)	
Message	Tonomachi	"One hot day in June, a samurai wandered into
their village. He was so noble and courageous,
vowing to ease the villagers' fears."	
Message	Tohka	...!	
Message	Tonomachi	"The samurai devised a plan, advising the
villagers to leave the Tengu Cow to him."	
Message	Tonomachi	"He instructed the villagers to gather all of the
alcohol in the village, then to lock themselves
at home. He then waited alone for the Tengu Cow."	
Message	Tonomachi	"On June 11th, the Tengu Cow emerged once
more to the village."	
Message	Shido	You know the date?	
Message	Tonomachi	"There are records of the date. Like the
samurai's will..."	
Message	Shido	Huh?	
Message	Tohka	Will? What's that?	
Message	Shido	"Um... It's like a letter of intent someone
writes before they die."	
Message	Tohka	What...? The samurai's going to die?	
Message	Tonomachi	"Now, don't be so impatient. The villagers hid in
their homes. No one made a peep. The samurai
saw the Tengu Cow, and invited it for a drink."	
Message	Tonomachi	"At first, the Tengu Cow was shocked. It never
met a human that wasn't afraid of it, and it
accepted his offer to drink."	
Message	Tonomachi	"As they drank together, the Tengu Cow let
its guard down, recognizing the kindness in the
old samurai, and it began to open up."	
Message	Tonomachi	"It was something not even the samurai could've
anticipated."	
Message	Tonomachi	"Little did he know that the Tengu Cow actually
had a good heart. It only appeared in the area
because humans had driven it from its mountain."	
Message	Tohka	Oh... I sort of know where it's coming from.	
Message	None	(Oh man. She's glued to his story...)	
Message	Tonomachi	"So... The original plan was to get the Tengu Cow
drunk, tie it up, then drown it in the lake, but
the samurai decided to drink with it instead."	
Message	Tonomachi	"There's that phrase You are the company you keep"", so the samurai asked the Tengu Cow if it would travel the world with him."""	
Message	Tohka	OHHHH! What a brilliant idea!	
Message	Tonomachi	"That's right. The Tengu Cow was so moved by his
invitation that it couldn't hide its surprise.
Who could blame him? It was unbelievable!"	
Message	Tonomachi	But I've got such a big appetite. Is that okay?\nMy hideous looks make traveling with me\nnothing but trouble. Are you sure?	
Message	Tonomachi	"The beast hunched over, curling its back as it
offered its question timidly, but the samurai
reached out his hand and said, Come with me."""""	
Message	Tohka	?!	
Message	Tonomachi	"The Tengu Cow cried its eyes out and took his
hand."	
Message	Tonomachi	"Hey, don't grab my hand too tightly, cried the\nsamurai. ""I'll break,"" and the two shared hefty\nlaughter."	
Message	Shido	"What's up with the sob story? It's not like
anyone would cry about such a dumb—"	
Message	Tohka	U...u...u... UWAAAAAH!	
Message	Shido	WHAAAAAAAAAAT?!	
Message	Tohka	*sniff, sniff* What a beautiful tale...	
Message	None	(Does she really think so...? I-I don't know...)	
Message	Shido	"So, what does the curse of the Tengu Cow have
anything to do with it?"	
Message	Tonomachi	"Now now, Itsuka-chan. You gotta work for it
before I give it to you."	
Message	Shido	Whoa. Come on, don't take it there.	
Message	Tonomachi	"Itsuka-kun, calm down. This is where things
take a turn."	
Message	None	"(...I'm starting to think being Tonomachi's
classmate is the real curse.)"	
Message	Tohka	Huh...?	
Message	Tonomachi	"The Tengu Cow and the samurai were beyond
drunk by this point, and the beast fell asleep.
Then..."	
Message	Tonomachi	"The villagers slowly left their houses to gather
around the Tengu Cow. Then, they began to tie
it up, following the samurai's original plan."	
Message	Tohka	Wha? Couldn't the samurai have done anything?	
Message	Tonomachi	"He pleaded with the villagers, of course, saying
that things had changed, but several of the
villagers lost family members to the Tengu Cow."	
Message	Tohka	...	
Message	Tonomachi	"Fire burned in the villagers' eyes, and as the
samurai begged them to stop, they tied him up
to a nearby pillar."	
Message	Tonomachi	"The samurai could only scream as he watched
the villagers drag the Tengu Cow towards the
lake."	
