Operator	Comment	Key	Translation
Message	None	(It really is no good...!)	
Message	None	(I'm no longer able to fully control it alone...)	
Message	None	(But, why is this? Why won't it work...?)	
Message	None	(Is it not enough to mimic the Spirits...?)	
Message	None	(Was I wrong yet again?)	
Message	None	(The results I'm looking for...)	
Message	None	(Then, what I must do next is―)	
Message	???	Shido, wake up... It's morning already.	
Message	Shido	...Mm... Rinne?	
Message	Rinne	Good morning, Shido.	
Message	Shido	O-Oh, morning Rinne... What was that just...?	
Message	Rinne	"What was what? I'm not dancing the samba
or anything... Are you still half-asleep?"	
Message	Shido	"Oh, no... I didn't mean like that...
Lately, I keep having this weird dream..."	
Message	Rinne	"I see... Well for now, hurry up, change, and wash
your face. I'll make breakfast and wait for you
downstairs."	
Message	Shido	R-Right...	
Message	Shido	...Huh? Just me? Where's everyone else?	
Message	Rinne	"It seems like today everyone has something to do,
so they've already left."	
Message	Shido	Huh? I-I see...	
Message	None	"(Everyone together... Could it be an examination
on the Fraxinus or something?)"	
Message	Rinne	Here you go, I reheated the miso soup.	
Message	Shido	Thanks... I'll go ahead and eat.	
Message	Rinne	Yes, help yourself.	
Message	None	"(Everyone's gone out on some business
or another... I wonder what for?)"	
Message	None	"(Could Tohka and the others have lost control and
been taken to the Fraxinus? I hope nothing like
that has happened...)"	
Message	Shido	We're leaving now, bye.	
Message	Rinne	Good-bye...!	
Message	Shido	"...Er, I guess there's no point in saying that if
no one's home."	
Message	Rinne	"Hmm... Well, no one was here to hear that anyway.
With this sort of thing, staying in the habit of
saying it is what's important."	
Message	Shido	Really?	
Message	Rinne	Really.	
Message	Rinne	Hey, Shido?	
Message	Shido	Hm, what's up?	
Message	Rinne	Are you free after school today?	
Message	Shido	Huh? Er, yeah.	
Message	Rinne	Then, can I make a reservation today, too?	
Message	Shido	Yeah, of course.	
Message	Rinne	Really? You won't get in trouble?	
Message	Shido	"I've got no reason to refuse.
Also, who'd I get in trouble with?"	
Message	Rinne	Tohka-chan, or Kotori-chan?	
Message	Shido	Oh, er... I'll explain it somehow.	
Message	Rinne	That's good then. Actually... I was kinda worried.	
Message	Shido	About what?	
Message	Rinne	"You know, yesterday's date... I ruined it because
I collapsed and all..."	
Message	Shido	"Y-You don't have to worry about anything like
that! It can't be helped. Your health is
undoubtedly more important."	
Message	Rinne	"Hehe... I guess I worried you again, Shido.
I hope today's date will be more fun than
yesterday's."	
Message	Shido	"Y-Yeah. But don't push yourself too much,
all right? You just admitted that you collapsed
yesterday."	
Message	Rinne	Yeah, I know. You're such a worrywart, Shido.	
Message	Shido	It's fine. If you're in pain, then I'm in pain.	
Message	Rinne	Oh... Um...	
Message	Shido	"Oh, uh... Well I meant, in a childhood
friend kind of way..."	
Message	Rinne	"Y-Yeah. I know. Don't worry about me taking it the
wrong way."	
Message	Shido	......	
Message	Rinne	......	
Message	None	(Whew... It's finally over...)	
Message	None	"(Maybe it's because of the test, but it feels like
everyone's a little on edge.)"	
Message	None	"(But I feel like that's not the case for some...
Oh, speak of the devil. This seems like it'll be
a pain, so I'm gonna find a place to hide.)"	
Message	Tonomachi	"Huh, Itsuka? Where'd you go?
I feel like I saw you here just now..."	
Message	Tonomachi	"Tch, that jerk. Is he on a date with another
cutie?! Some fiancé he is, that cheating bastard!"	
Message	None	"(―While I want to ask who the hell would be his
fiancé, it'd be more of a pain if he found me
here.)"	
Message	Tonomachi	"Ahh... Mighty gods! Why is it only he who walks
in paradise each day? I beg of you, spare some
love for your humble servant! *sniffle, sniffle*"	
Message	Tonomachi	DAMN ITTTTTTTTT!	
Message	Shido	There he goes...	
Message	Rinne	Shido, what are you doing?	
Message	Shido	"Whoa! Oh, it's just you, Rinne...
Don't scare me like that."	
Message	Rinne	Were you hiding?	
Message	Shido	"Y-Yeah... Once I get caught by that idiot
Tonomachi, it's all over for the rest of the day."	
Message	Rinne	"That's rude to say, Shido...
But I guess you're right."	
Message	Shido	"Right? So, what do you want to do today?
Is there somewhere you want to go?"	
Message	Rinne	Where would you like to go, Shido?	
Message	Shido	Huh? Let's see... I didn't have any major plans...	
Message	Rinne	I'll leave it to you, Shido.	
Message	Shido	Roger that. Then, let's go.	
Message	Rinne	Okay!	
Message	None	"(She left it to me, so I asked if we could change
into regular clothes. Yeah... This way feels
much more like a date.)"	
Message	Shido	"Now then, I'm getting a little hungry. Do you want
to get something to eat, Rinne?"	
Message	Rinne	Umm... What are you thinking of eating, Shido?	
Message	Shido	"Hmm, lemme see... Maybe kinako bread?
I'm craving the exact amount of sweetness in
kinako powder. Tohka really likes it, too."	
Message	Rinne	Tohka-chan, huh...?	
Message	Shido	Hmm? Did you say something?	
Message	Rinne	Nothing. I'd like that, too.	
Message	Shido	"There are lots of other stores. Are you sure
you're okay with it?"	
Message	Rinne	It's fine! Come on, let's go!	
Message	Shido	A-All right.	
Message	Bakery Worker	Welcome!	
Message	Shido	Ah, two kinako breads, please.	
Message	Bakery Worker	I'm sorry. We're all sold out today...	
Message	Shido	Oh, I see...	
Message	Bakery Worker	"How about our new addition to the menu, the
whipped cream bread?"	
Message	Bakery Worker	It's freshly baked. I highly recommend it.	
Message	Shido	"Oh, it does smell pretty good. What do you
think, Rinne?"	
Message	Rinne	"If you want to eat it, then
I think I want to as well."	
Message	Shido	All right, then two of those, please.	
Message	Bakery Worker	Yes, thank you very much.	
Message	Shido	Sorry the kinako bread was sold out.	
Message	Rinne	"It's all right, but this looks
good too, doesn't it?"	
Message	Shido	Should we try it now?	
Message	Rinne	It's freshly baked, so it's probably tasty.	
Message	Shido	I'll try it. *munch*...!	
Message	Rinne	Me too. *munch*!	
Message	Shido	"It's delicious! There's just the right amount of
sweetness in the whipped cream, and the dough's
freshly baked, too! This is so good."	
Message	Rinne	Mm, it really is delicious. I'm glad, Shido.	
Message	Shido	Yeah!	
Message	None	"(Huh? I... feel like I've eaten bread with someone
else before, too...)"	
Message	Shido	―?!	
Message	Rinne	What's wrong, Shido?	
Message	Shido	N-No, it's nothing. I'm glad it was a good one.	
Message	Rinne	"Yeah. Let's come back another time
to eat kinako bread."	
Message	Shido	Yeah...	
Message	Shido	Now then, where to next?	
Message	Rinne	Hmmm, is there anything you want to do, Shido?	
Message	Shido	"Let's see... If you're okay with the very normal,
I guess the arcade would work..."	
Message	Rinne	Then, let's head out to the arcade!	
Message	Shido	Y-Yeah. Let's go!	
Message	Rinne	Yeah!	
Message	None	"(After being out in the hot sun for so long,
the crisp chill from the air-conditioning felt
nice against our skin.)"	
Message	Rinne	Whew, it's cool in here.	
Message	Shido	It is. Arcades are perfect for summer vacation.	
Message	Rinne	"You're right. It'd be nice to cool down once in
a while, too."	
Message	Shido	"Playing games can make you
heat up quite a bit, though."	
Message	Rinne	Huh, really?	
Message	Shido	"Huh? Have you never been to
an arcade before, Rinne?"	
Message	Rinne	Ah, yeah... It's actually my first time.	
Message	Shido	I see... I guess that's not super surprising.	
Message	None	"(Hm? Now that I think of it, I feel like I took
someone else to the arcade for the first time
recently...)"	
Message	Rinne	Shido, what's wrong?	
Message	Shido	"N-No, it's nothing. More importantly, is there
a game you'd like to play, Rinne?"	
Message	Rinne	"Hmm... It's my first time, so I don't know much
about the games that are here. Which one do
you usually play, Shido?"	
Message	Shido	"Hmm, me? I usually go for the crane games.
If I'm alone, I play fighting games too."	
Message	Rinne	"Huh, so you try to get the plushie
from inside that box?"	
Message	Shido	Right. Do you want to try?	
Message	Rinne	Huh? I'm okay. I'll watch you try, Shido.	
Message	Shido	"Er, but, it's your first time at an arcade and
all. You should try playing something. It's okay
to mess up."	
