Operator	Comment	Key	Translation
Message	Shido	It's already lunchtime. Time is flying.	
Message	Shido	Hm. I wonder where everyone's gonna eat...	
Message	Tohka	Ah! You're late, Shido!	
Message	Shido	Oh, there you all are!	
Message	Tohka	Sorry, Shido. I was hungry, so I started without you.	
Message	Shido	"I don't blame you. Eating after all that activity
probably makes it taste that much better, too."	
Message	Tohka	Exactly! Rinne's bento tastes really good, too!	
Message	Rinne	Hehe, thank you. That makes me so happy.	
Message	Origami	Shido... ah....	
Message	Shido	Huh?	
Message	Origami	Ahhh.	
Message	Shido	Oh... uh...	
Message	Tohka	Hey! What do you think you're doing?!	
Message	Origami	"I have nothing to explain to you.
Ahhh..."	
Message	Tohka	"GRR! You can't "Ahh" him before me!
Origami Tobiichi, that is not fair at all!"	
Message	Origami	"I'm just sharing my lunch with Shido.
You have no right to "ahh" him as you are
eating Rinne Sonogami's bento."	
Message	Tohka	W-What?! Rinne's bento is my bento!	
Message	Origami	"Your logic makes no sense. If you were to
"ahh" him and he was to be satisfied, this
achievement would be Rinne's, not yours."	
Message	Tohka	"Shut up! Shido, this food is better!
Just hurry up and "ahh!""	
Message	Shido	O-Okay! Come on, you two need to calm down!	
Message	Shido	W-Why don't I eat them one at a time?	
Message	Origami	I was the one that did "ahh" first. Shido, ah.	
Message	Tohka	Grr...! H-Hurry up and eat it, Shido! Ahhh!	
Message	Shido	"MMM! Tohka, you're pretty much shoving it
in my mouth at the same time!"	
Message	Origami	Ah.	
Message	Tohka	GR! AHH AHHH!	
Message	Shido	Hey! MBB! I still have some in my m―	
Message	Origami	AH. AHH. Ahh.	
Message	Tohka	GAHH! AHH AHH AHH AHHHH!	
Message	Shido	Hey! BLRG?! Urgpgh! *grunt*!	
Message	Origami	...?!	
Message	Tohka	MM...?!	
Message	Rinne	Oh?!	
Message	None	(T-They gave me too much! I can't breathe!)	
Message	Rinne	S-Shido?! Have some tea!	
Message	Shido	...MMM!	
Message	Tohka	"Are you okay, Shido?! GRR! Origami Tobiichi!
It's all your fault Shido choked!"	
Message	Origami	"Impossible. That makes no sense.
This happened because of your impatience."	
Message	Rinne	"Let's make sure to chew carefully and enjoy
all of this food we're eating. Come on. I won't
be happy if you all waste your food."	
Message	Origami	...	
Message	Tohka	Y-Yeah. You're right.	
Message	Shido	Ah... I-I was spared...	
Message	Rinne	Shido, you need to be careful.	
Message	Shido	Y-Yeah. Sorry. Thanks for saving me, Rinne.	
Message	Rinne	"Goodness, Shido. Okay. Let's start over
and get through this meal peacefully."	
Message	Tohka	O-Okay.	
Message	Origami	Rinne Sonogami... a powerful enemy.	
Message	Tamae	Hi, everyone... Good job with Sports Day!	
