Operator	Comment	Key	Translation
Message	None	"(*sigh*... Oh no, I've been in a daze. I don't
blame Kotori for telling me I'm lovesi—)"	
Message	Origami	Shido?	
Message	Shido	WHOA!	
Message	Origami	Are you okay?	
Message	Shido	"T-Totally fine! I was daydreaming, but then
you surprised me!"	
Message	Origami	What were you thinking of? Was it about me?	
Message	Shido	WHAT?! W-Well... I guess partially...	
Message	Origami	I see.	
Message	Shido	"I mean, you saved me yesterday, so I wanted
to thank you again."	
Message	Origami	Is that all?	
Message	Shido	"W-Well, I did feel guilty for getting you
involved."	
Message	Origami	Is that all?	
Message	Shido	"Um, I-I wanted to ask you on another date since
we couldn't check out the observation deck."	
Message	Origami	I see.	
Message	Origami	Invite me again.	
Message	Shido	O-Okay...?	
Message	None	"(Phew. Maybe I am sick, and... the symptoms
are awful. Yeah...)"	
